,video,method,scenario,name,value
2476,39,xu,removal,psnr,7
2477,39,xu,synth,psnr,1
2478,39,xu,fixed,ssim,5
2479,39,xu,removal,ssim,1
2480,39,xu,synth,ssim,2
2481,39,xu,fixed,lpips,2
2482,39,xu,removal,lpips,3
2483,39,xu,synth,lpips,9
2484,39,lee,fixed,psnr,8
2485,39,lee,removal,psnr,9
2486,39,lee,synth,psnr,5
2487,39,lee,fixed,ssim,2
2488,39,lee,removal,ssim,2
2489,39,lee,synth,ssim,0
2490,39,lee,fixed,lpips,1
2491,39,lee,removal,lpips,1
2492,39,lee,synth,lpips,1
2493,39,huang,fixed,psnr,0
2494,39,huang,removal,psnr,5
2495,39,huang,synth,psnr,4
2496,39,huang,fixed,ssim,3
2497,39,huang,removal,ssim,4
2498,39,huang,synth,ssim,8
2499,39,huang,fixed,lpips,4
2500,39,huang,removal,lpips,6
2501,39,huang,synth,lpips,4
2502,39,oh,fixed,psnr,3
2503,39,oh,removal,psnr,6
2504,39,oh,synth,psnr,4
2505,39,oh,fixed,ssim,2
2506,39,oh,removal,ssim,6
2507,39,oh,synth,ssim,7
2508,39,oh,fixed,lpips,0
2509,39,oh,removal,lpips,7
2510,39,oh,synth,lpips,9
2511,39,ours,fixed,psnr,7
2512,39,ours,removal,psnr,6
2513,39,ours,synth,psnr,4
2514,39,ours,fixed,ssim,3
2515,39,ours,removal,ssim,5
2516,39,ours,synth,ssim,6
2517,39,ours,fixed,lpips,1
2518,39,ours,removal,lpips,3
2519,39,ours,synth,lpips,5
2520,40,kim,fixed,psnr,3
2521,40,kim,removal,psnr,2
2522,40,kim,synth,psnr,0
2523,40,kim,fixed,ssim,5
2524,40,kim,removal,ssim,6
2525,40,kim,synth,ssim,6
2526,40,kim,fixed,lpips,4
2527,40,kim,removal,lpips,4
2528,40,kim,synth,lpips,4
2529,40,newson,fixed,psnr,6
2530,40,newson,removal,psnr,3
2531,40,newson,synth,psnr,8
2532,40,newson,fixed,ssim,1
2533,40,newson,removal,ssim,7
2534,40,newson,synth,ssim,3
2535,40,newson,fixed,lpips,0
2536,40,newson,removal,lpips,6
2537,40,newson,synth,lpips,6
2538,40,xu,fixed,psnr,3
2539,40,xu,removal,psnr,7
2540,40,xu,synth,psnr,3
2541,40,xu,fixed,ssim,3
2542,40,xu,removal,ssim,4
2543,40,xu,synth,ssim,5
2544,40,xu,fixed,lpips,6
2545,40,xu,removal,lpips,4
2546,40,xu,synth,lpips,0
2547,40,lee,fixed,psnr,5
2548,40,lee,removal,psnr,9
2549,40,lee,synth,psnr,3
2550,40,lee,fixed,ssim,0
2551,40,lee,removal,ssim,8
2552,40,lee,synth,ssim,3
2553,40,lee,fixed,lpips,0
2554,40,lee,removal,lpips,4
2555,40,lee,synth,lpips,7
2556,40,huang,fixed,psnr,7
2557,40,huang,removal,psnr,2
2558,40,huang,synth,psnr,8
2559,40,huang,fixed,ssim,9
2560,40,huang,removal,ssim,6
2561,40,huang,synth,ssim,9
2562,40,huang,fixed,lpips,4
2563,40,huang,removal,lpips,9
2564,40,huang,synth,lpips,9
2565,40,oh,fixed,psnr,0
2566,40,oh,removal,psnr,0
2567,40,oh,synth,psnr,4
2568,40,oh,fixed,ssim,0
2569,40,oh,removal,ssim,6
2570,40,oh,synth,ssim,1
2571,40,oh,fixed,lpips,9
2572,40,oh,removal,lpips,1
2573,40,oh,synth,lpips,9
2574,40,ours,fixed,psnr,6
2575,40,ours,removal,psnr,9
2576,40,ours,synth,psnr,5
2577,40,ours,fixed,ssim,5
2578,40,ours,removal,ssim,3
2579,40,ours,synth,ssim,1
2580,40,ours,fixed,lpips,1
2581,40,ours,removal,lpips,1
2582,40,ours,synth,lpips,5
2583,41,kim,fixed,psnr,7
2584,41,kim,removal,psnr,5
2585,41,kim,synth,psnr,4
2586,41,kim,fixed,ssim,8
2587,41,kim,removal,ssim,0
2588,41,kim,synth,ssim,0
2589,41,kim,fixed,lpips,1
2590,41,kim,removal,lpips,1
2591,41,kim,synth,lpips,5
2592,41,newson,fixed,psnr,4
2593,41,newson,removal,psnr,7
2594,41,newson,synth,psnr,8
2595,41,newson,fixed,ssim,5
2596,41,newson,removal,ssim,9
2597,41,newson,synth,ssim,3
2598,41,newson,fixed,lpips,6
2599,41,newson,removal,lpips,5
2600,41,newson,synth,lpips,0
2601,41,xu,fixed,psnr,1
2602,41,xu,removal,psnr,2
2603,41,xu,synth,psnr,2
2604,41,xu,fixed,ssim,3
2605,41,xu,removal,ssim,6
2606,41,xu,synth,ssim,5
2607,41,xu,fixed,lpips,4
2608,41,xu,removal,lpips,9
2609,41,xu,synth,lpips,4
2610,41,lee,fixed,psnr,1
2611,41,lee,removal,psnr,5
2612,41,lee,synth,psnr,3
2613,41,lee,fixed,ssim,0
2614,41,lee,removal,ssim,0
2615,41,lee,synth,ssim,4
2616,41,lee,fixed,lpips,8
2617,41,lee,removal,lpips,7
2618,41,lee,synth,lpips,7
2619,41,huang,fixed,psnr,7
2620,41,huang,removal,psnr,2
2621,41,huang,synth,psnr,3
2622,41,huang,fixed,ssim,9
2623,41,huang,removal,ssim,3
2624,41,huang,synth,ssim,6
2625,41,huang,fixed,lpips,0
2626,41,huang,removal,lpips,0
2627,41,huang,synth,lpips,1
2628,41,oh,fixed,psnr,9
2629,41,oh,removal,psnr,7
2630,41,oh,synth,psnr,3
2631,41,oh,fixed,ssim,5
2632,41,oh,removal,ssim,4
2633,41,oh,synth,ssim,8
2634,41,oh,fixed,lpips,8
2635,41,oh,removal,lpips,7
2636,41,oh,synth,lpips,1
2637,41,ours,fixed,psnr,7
2638,41,ours,removal,psnr,9
2639,41,ours,synth,psnr,0
2640,41,ours,fixed,ssim,6
2641,41,ours,removal,ssim,2
2642,41,ours,synth,ssim,9
2643,41,ours,fixed,lpips,7
2644,41,ours,removal,lpips,2
2645,41,ours,synth,lpips,3
2646,42,kim,fixed,psnr,1
2647,42,kim,removal,psnr,0
2648,42,kim,synth,psnr,3
2649,42,kim,fixed,ssim,3
2650,42,kim,removal,ssim,0
2651,42,kim,synth,ssim,7
2652,42,kim,fixed,lpips,7
2653,42,kim,removal,lpips,2
2654,42,kim,synth,lpips,4
2655,42,newson,fixed,psnr,3
2656,42,newson,removal,psnr,0
2657,42,newson,synth,psnr,9
2658,42,newson,fixed,ssim,6
2659,42,newson,removal,ssim,4
2660,42,newson,synth,ssim,3
2661,42,newson,fixed,lpips,0
2662,42,newson,removal,lpips,9
2663,42,newson,synth,lpips,7
2664,42,xu,fixed,psnr,4
2665,42,xu,removal,psnr,2
2666,42,xu,synth,psnr,6
2667,42,xu,fixed,ssim,3
2668,42,xu,removal,ssim,1
2669,42,xu,synth,ssim,8
2670,42,xu,fixed,lpips,0
2671,42,xu,removal,lpips,6
2672,42,xu,synth,lpips,8
2673,42,lee,fixed,psnr,4
2674,42,lee,removal,psnr,2
2675,42,lee,synth,psnr,5
2676,42,lee,fixed,ssim,0
2677,42,lee,removal,ssim,7
2678,42,lee,synth,ssim,4
2679,42,lee,fixed,lpips,5
2680,42,lee,removal,lpips,1
2681,42,lee,synth,lpips,3
2682,42,huang,fixed,psnr,4
2683,42,huang,removal,psnr,2
2684,42,huang,synth,psnr,4
2685,42,huang,fixed,ssim,3
2686,42,huang,removal,ssim,9
2687,42,huang,synth,ssim,4
2688,42,huang,fixed,lpips,2
2689,42,huang,removal,lpips,8
2690,42,huang,synth,lpips,8
2691,42,oh,fixed,psnr,3
2692,42,oh,removal,psnr,7
2693,42,oh,synth,psnr,6
2694,42,oh,fixed,ssim,3
2695,42,oh,removal,ssim,3
2696,42,oh,synth,ssim,7
2697,42,oh,fixed,lpips,0
2698,42,oh,removal,lpips,1
2699,42,oh,synth,lpips,3
2700,42,ours,fixed,psnr,9
2701,42,ours,removal,psnr,0
2702,42,ours,synth,psnr,5
2703,42,ours,fixed,ssim,0
2704,42,ours,removal,ssim,1
2705,42,ours,synth,ssim,7
2706,42,ours,fixed,lpips,4
2707,42,ours,removal,lpips,9
2708,42,ours,synth,lpips,1
2709,43,kim,fixed,psnr,4
2710,43,kim,removal,psnr,1
2711,43,kim,synth,psnr,3
2712,43,kim,fixed,ssim,9
2713,43,kim,removal,ssim,3
2714,43,kim,synth,ssim,4
2715,43,kim,fixed,lpips,2
2716,43,kim,removal,lpips,7
2717,43,kim,synth,lpips,6
2718,43,newson,fixed,psnr,9
2719,43,newson,removal,psnr,0
2720,43,newson,synth,psnr,9
2721,43,newson,fixed,ssim,2
2722,43,newson,removal,ssim,2
2723,43,newson,synth,ssim,0
2724,43,newson,fixed,lpips,8
2725,43,newson,removal,lpips,4
2726,43,newson,synth,lpips,7
2727,43,xu,fixed,psnr,0
2728,43,xu,removal,psnr,2
2729,43,xu,synth,psnr,2
2730,43,xu,fixed,ssim,0
2731,43,xu,removal,ssim,6
2732,43,xu,synth,ssim,5
2733,43,xu,fixed,lpips,0
2734,43,xu,removal,lpips,0
2735,43,xu,synth,lpips,6
2736,43,lee,fixed,psnr,7
2737,43,lee,removal,psnr,3
2738,43,lee,synth,psnr,6
2739,43,lee,fixed,ssim,3
2740,43,lee,removal,ssim,6
2741,43,lee,synth,ssim,5
2742,43,lee,fixed,lpips,3
2743,43,lee,removal,lpips,5
2744,43,lee,synth,lpips,6
2745,43,huang,fixed,psnr,1
2746,43,huang,removal,psnr,6
2747,43,huang,synth,psnr,3
2748,43,huang,fixed,ssim,9
2749,43,huang,removal,ssim,4
2750,43,huang,synth,ssim,2
2751,43,huang,fixed,lpips,5
2752,43,huang,removal,lpips,3
2753,43,huang,synth,lpips,9
2754,43,oh,fixed,psnr,1
2755,43,oh,removal,psnr,2
2756,43,oh,synth,psnr,3
2757,43,oh,fixed,ssim,8
2758,43,oh,removal,ssim,0
2759,43,oh,synth,ssim,4
2760,43,oh,fixed,lpips,0
2761,43,oh,removal,lpips,0
2762,43,oh,synth,lpips,2
2763,43,ours,fixed,psnr,6
2764,43,ours,removal,psnr,0
2765,43,ours,synth,psnr,1
2766,43,ours,fixed,ssim,7
2767,43,ours,removal,ssim,8
2768,43,ours,synth,ssim,0
2769,43,ours,fixed,lpips,1
2770,43,ours,removal,lpips,8
2771,43,ours,synth,lpips,1
2772,44,kim,fixed,psnr,6
2773,44,kim,removal,psnr,1
2774,44,kim,synth,psnr,0
2775,44,kim,fixed,ssim,8
2776,44,kim,removal,ssim,2
2777,44,kim,synth,ssim,6
2778,44,kim,fixed,lpips,8
2779,44,kim,removal,lpips,6
2780,44,kim,synth,lpips,7
2781,44,newson,fixed,psnr,2
2782,44,newson,removal,psnr,3
2783,44,newson,synth,psnr,6
2784,44,newson,fixed,ssim,0
2785,44,newson,removal,ssim,6
2786,44,newson,synth,ssim,4
2787,44,newson,fixed,lpips,9
2788,44,newson,removal,lpips,3
2789,44,newson,synth,lpips,3
2790,44,xu,fixed,psnr,6
2791,44,xu,removal,psnr,7
2792,44,xu,synth,psnr,7
2793,44,xu,fixed,ssim,8
2794,44,xu,removal,ssim,3
2795,44,xu,synth,ssim,3
2796,44,xu,fixed,lpips,8
2797,44,xu,removal,lpips,2
2798,44,xu,synth,lpips,1
2799,44,lee,fixed,psnr,5
2800,44,lee,removal,psnr,2
2801,44,lee,synth,psnr,1
2802,44,lee,fixed,ssim,4
2803,44,lee,removal,ssim,4
2804,44,lee,synth,ssim,7
2805,44,lee,fixed,lpips,6
2806,44,lee,removal,lpips,3
2807,44,lee,synth,lpips,9
2808,44,huang,fixed,psnr,8
2809,44,huang,removal,psnr,6
2810,44,huang,synth,psnr,3
2811,44,huang,fixed,ssim,1
2812,44,huang,removal,ssim,4
2813,44,huang,synth,ssim,8
2814,44,huang,fixed,lpips,7
2815,44,huang,removal,lpips,2
2816,44,huang,synth,lpips,0
2817,44,oh,fixed,psnr,9
2818,44,oh,removal,psnr,8
2819,44,oh,synth,psnr,7
2820,44,oh,fixed,ssim,9
2821,44,oh,removal,ssim,4
2822,44,oh,synth,ssim,4
2823,44,oh,fixed,lpips,5
2824,44,oh,removal,lpips,9
2825,44,oh,synth,lpips,9
2826,44,ours,fixed,psnr,1
2827,44,ours,removal,psnr,0
2828,44,ours,synth,psnr,5
2829,44,ours,fixed,ssim,5
2830,44,ours,removal,ssim,4
2831,44,ours,synth,ssim,2
2832,44,ours,fixed,lpips,8
2833,44,ours,removal,lpips,4
2834,44,ours,synth,lpips,2
2835,45,kim,fixed,psnr,5
2836,45,kim,removal,psnr,4
2837,45,kim,synth,psnr,2
2838,45,kim,fixed,ssim,7
2839,45,kim,removal,ssim,4
2840,45,kim,synth,ssim,2
2841,45,kim,fixed,lpips,5
2842,45,kim,removal,lpips,6
2843,45,kim,synth,lpips,9
2844,45,newson,fixed,psnr,1
2845,45,newson,removal,psnr,8
2846,45,newson,synth,psnr,9
2847,45,newson,fixed,ssim,9
2848,45,newson,removal,ssim,4
2849,45,newson,synth,ssim,7
2850,45,newson,fixed,lpips,4
2851,45,newson,removal,lpips,1
2852,45,newson,synth,lpips,3
2853,45,xu,fixed,psnr,2
2854,45,xu,removal,psnr,9
2855,45,xu,synth,psnr,9
2856,45,xu,fixed,ssim,3
2857,45,xu,removal,ssim,5
2858,45,xu,synth,ssim,9
2859,45,xu,fixed,lpips,4
2860,45,xu,removal,lpips,3
2861,45,xu,synth,lpips,9
2862,45,lee,fixed,psnr,2
2863,45,lee,removal,psnr,5
2864,45,lee,synth,psnr,6
2865,45,lee,fixed,ssim,1
2866,45,lee,removal,ssim,9
2867,45,lee,synth,ssim,8
2868,45,lee,fixed,lpips,3
2869,45,lee,removal,lpips,1
2870,45,lee,synth,lpips,8
2871,45,huang,fixed,psnr,3
2872,45,huang,removal,psnr,8
2873,45,huang,synth,psnr,5
2874,45,huang,fixed,ssim,9
2875,45,huang,removal,ssim,3
2876,45,huang,synth,ssim,4
2877,45,huang,fixed,lpips,7
2878,45,huang,removal,lpips,7
2879,45,huang,synth,lpips,8
2880,45,oh,fixed,psnr,9
2881,45,oh,removal,psnr,0
2882,45,oh,synth,psnr,1
2883,45,oh,fixed,ssim,9
2884,45,oh,removal,ssim,2
2885,45,oh,synth,ssim,7
2886,45,oh,fixed,lpips,3
2887,45,oh,removal,lpips,5
2888,45,oh,synth,lpips,6
2889,45,ours,fixed,psnr,9
2890,45,ours,removal,psnr,7
2891,45,ours,synth,psnr,9
2892,45,ours,fixed,ssim,4
2893,45,ours,removal,ssim,4
2894,45,ours,synth,ssim,7
2895,45,ours,fixed,lpips,2
2896,45,ours,removal,lpips,8
2897,45,ours,synth,lpips,0
2898,46,kim,fixed,psnr,4
2899,46,kim,removal,psnr,6
2900,46,kim,synth,psnr,2
2901,46,kim,fixed,ssim,8
2902,46,kim,removal,ssim,0
2903,46,kim,synth,ssim,2
2904,46,kim,fixed,lpips,1
2905,46,kim,removal,lpips,4
2906,46,kim,synth,lpips,7
2907,46,newson,fixed,psnr,4
2908,46,newson,removal,psnr,0
2909,46,newson,synth,psnr,8
2910,46,newson,fixed,ssim,2
2911,46,newson,removal,ssim,8
2912,46,newson,synth,ssim,4
2913,46,newson,fixed,lpips,5
2914,46,newson,removal,lpips,6
2915,46,newson,synth,lpips,5
2916,46,xu,fixed,psnr,6
2917,46,xu,removal,psnr,7
2918,46,xu,synth,psnr,5
2919,46,xu,fixed,ssim,1
2920,46,xu,removal,ssim,2
2921,46,xu,synth,ssim,0
2922,46,xu,fixed,lpips,6
2923,46,xu,removal,lpips,9
2924,46,xu,synth,lpips,7
2925,46,lee,fixed,psnr,2
2926,46,lee,removal,psnr,6
2927,46,lee,synth,psnr,3
2928,46,lee,fixed,ssim,8
2929,46,lee,removal,ssim,9
2930,46,lee,synth,ssim,1
2931,46,lee,fixed,lpips,3
2932,46,lee,removal,lpips,9
2933,46,lee,synth,lpips,9
2934,46,huang,fixed,psnr,3
2935,46,huang,removal,psnr,6
2936,46,huang,synth,psnr,0
2937,46,huang,fixed,ssim,5
2938,46,huang,removal,ssim,3
2939,46,huang,synth,ssim,1
2940,46,huang,fixed,lpips,0
2941,46,huang,removal,lpips,1
2942,46,huang,synth,lpips,3
2943,46,oh,fixed,psnr,5
2944,46,oh,removal,psnr,4
2945,46,oh,synth,psnr,2
2946,46,oh,fixed,ssim,7
2947,46,oh,removal,ssim,3
2948,46,oh,synth,ssim,9
2949,46,oh,fixed,lpips,2
2950,46,oh,removal,lpips,4
2951,46,oh,synth,lpips,4
2952,46,ours,fixed,psnr,9
2953,46,ours,removal,psnr,7
2954,46,ours,synth,psnr,8
2955,46,ours,fixed,ssim,3
2956,46,ours,removal,ssim,8
2957,46,ours,synth,ssim,1
2958,46,ours,fixed,lpips,0
2959,46,ours,removal,lpips,6
2960,46,ours,synth,lpips,3
2961,47,kim,fixed,psnr,9
2962,47,kim,removal,psnr,7
2963,47,kim,synth,psnr,7
2964,47,kim,fixed,ssim,8
2965,47,kim,removal,ssim,4
2966,47,kim,synth,ssim,9
2967,47,kim,fixed,lpips,8
2968,47,kim,removal,lpips,3
2969,47,kim,synth,lpips,9
2970,47,newson,fixed,psnr,9
2971,47,newson,removal,psnr,5
2972,47,newson,synth,psnr,9
2973,47,newson,fixed,ssim,1
2974,47,newson,removal,ssim,4
2975,47,newson,synth,ssim,1
2976,47,newson,fixed,lpips,7
2977,47,newson,removal,lpips,4
2978,47,newson,synth,lpips,6
2979,47,xu,fixed,psnr,5
2980,47,xu,removal,psnr,5
2981,47,xu,synth,psnr,7
2982,47,xu,fixed,ssim,4
2983,47,xu,removal,ssim,6
2984,47,xu,synth,ssim,8
2985,47,xu,fixed,lpips,0
2986,47,xu,removal,lpips,6
2987,47,xu,synth,lpips,9
2988,47,lee,fixed,psnr,3
2989,47,lee,removal,psnr,3
2990,47,lee,synth,psnr,5
2991,47,lee,fixed,ssim,1
2992,47,lee,removal,ssim,1
2993,47,lee,synth,ssim,2
2994,47,lee,fixed,lpips,0
2995,47,lee,removal,lpips,9
2996,47,lee,synth,lpips,5
2997,47,huang,fixed,psnr,1
2998,47,huang,removal,psnr,4
2999,47,huang,synth,psnr,3
3000,47,huang,fixed,ssim,7
3001,47,huang,removal,ssim,5
3002,47,huang,synth,ssim,5
3003,47,huang,fixed,lpips,2
3004,47,huang,removal,lpips,2
3005,47,huang,synth,lpips,3
3006,47,oh,fixed,psnr,8
3007,47,oh,removal,psnr,1
3008,47,oh,synth,psnr,3
3009,47,oh,fixed,ssim,5
3010,47,oh,removal,ssim,6
3011,47,oh,synth,ssim,9
3012,47,oh,fixed,lpips,0
3013,47,oh,removal,lpips,4
3014,47,oh,synth,lpips,9
3015,47,ours,fixed,psnr,4
3016,47,ours,removal,psnr,9
3017,47,ours,synth,psnr,8
3018,47,ours,fixed,ssim,1
3019,47,ours,removal,ssim,4
3020,47,ours,synth,ssim,6
3021,47,ours,fixed,lpips,4
3022,47,ours,removal,lpips,4
3023,47,ours,synth,lpips,3
3024,48,kim,fixed,psnr,4
3025,48,kim,removal,psnr,3
3026,48,kim,synth,psnr,5
3027,48,kim,fixed,ssim,3
3028,48,kim,removal,ssim,0
3029,48,kim,synth,ssim,7
3030,48,kim,fixed,lpips,0
3031,48,kim,removal,lpips,9
3032,48,kim,synth,lpips,1
3033,48,newson,fixed,psnr,6
3034,48,newson,removal,psnr,5
3035,48,newson,synth,psnr,4
3036,48,newson,fixed,ssim,5
3037,48,newson,removal,ssim,3
3038,48,newson,synth,ssim,8
3039,48,newson,fixed,lpips,2
3040,48,newson,removal,lpips,5
3041,48,newson,synth,lpips,5
3042,48,xu,fixed,psnr,3
3043,48,xu,removal,psnr,6
3044,48,xu,synth,psnr,7
3045,48,xu,fixed,ssim,7
3046,48,xu,removal,ssim,1
3047,48,xu,synth,ssim,7
3048,48,xu,fixed,lpips,3
3049,48,xu,removal,lpips,2
3050,48,xu,synth,lpips,9
3051,48,lee,fixed,psnr,6
3052,48,lee,removal,psnr,7
3053,48,lee,synth,psnr,1
3054,48,lee,fixed,ssim,9
3055,48,lee,removal,ssim,3
3056,48,lee,synth,ssim,8
3057,48,lee,fixed,lpips,3
3058,48,lee,removal,lpips,3
3059,48,lee,synth,lpips,7
3060,48,huang,fixed,psnr,7
3061,48,huang,removal,psnr,0
3062,48,huang,synth,psnr,0
3063,48,huang,fixed,ssim,6
3064,48,huang,removal,ssim,2
3065,48,huang,synth,ssim,4
3066,48,huang,fixed,lpips,5
3067,48,huang,removal,lpips,1
3068,48,huang,synth,lpips,0
3069,48,oh,fixed,psnr,2
3070,48,oh,removal,psnr,0
3071,48,oh,synth,psnr,6
3072,48,oh,fixed,ssim,2
3073,48,oh,removal,ssim,2
3074,48,oh,synth,ssim,0
3075,48,oh,fixed,lpips,4
3076,48,oh,removal,lpips,0
3077,48,oh,synth,lpips,0
3078,48,ours,fixed,psnr,6
3079,48,ours,removal,psnr,8
3080,48,ours,synth,psnr,4
3081,48,ours,fixed,ssim,9
3082,48,ours,removal,ssim,8
3083,48,ours,synth,ssim,1
3084,48,ours,fixed,lpips,0
3085,48,ours,removal,lpips,2
3086,48,ours,synth,lpips,7
3087,49,kim,fixed,psnr,1
3088,49,kim,removal,psnr,3
3089,49,kim,synth,psnr,3
3090,49,kim,fixed,ssim,6
3091,49,kim,removal,ssim,3
3092,49,kim,synth,ssim,5
3093,49,kim,fixed,lpips,3
3094,49,kim,removal,lpips,1
3095,49,kim,synth,lpips,1
3096,49,newson,fixed,psnr,2
3097,49,newson,removal,psnr,6
3098,49,newson,synth,psnr,8
3099,49,newson,fixed,ssim,2
3100,49,newson,removal,ssim,3
3101,49,newson,synth,ssim,0
3102,49,newson,fixed,lpips,4
3103,49,newson,removal,lpips,6
3104,49,newson,synth,lpips,7
3105,49,xu,fixed,psnr,0
3106,49,xu,removal,psnr,2
3107,49,xu,synth,psnr,2
3108,49,xu,fixed,ssim,3
3109,49,xu,removal,ssim,0
3110,49,xu,synth,ssim,0
3111,49,xu,fixed,lpips,6
3112,49,xu,removal,lpips,5
3113,49,xu,synth,lpips,2
3114,49,lee,fixed,psnr,6
3115,49,lee,removal,psnr,6
3116,49,lee,synth,psnr,3
3117,49,lee,fixed,ssim,9
3118,49,lee,removal,ssim,7
3119,49,lee,synth,ssim,6
3120,49,lee,fixed,lpips,8
3121,49,lee,removal,lpips,5
3122,49,lee,synth,lpips,3
3123,49,huang,fixed,psnr,1
3124,49,huang,removal,psnr,6
3125,49,huang,synth,psnr,1
3126,49,huang,fixed,ssim,5
3127,49,huang,removal,ssim,7
3128,49,huang,synth,ssim,9
3129,49,huang,fixed,lpips,6
3130,49,huang,removal,lpips,0
3131,49,huang,synth,lpips,0
3132,49,oh,fixed,psnr,5
3133,49,oh,removal,psnr,0
3134,49,oh,synth,psnr,5
3135,49,oh,fixed,ssim,7
3136,49,oh,removal,ssim,9
3137,49,oh,synth,ssim,4
3138,49,oh,fixed,lpips,1
3139,49,oh,removal,lpips,8
3140,49,oh,synth,lpips,7
3141,49,ours,fixed,psnr,3
3142,49,ours,removal,psnr,4
3143,49,ours,synth,psnr,2
3144,49,ours,fixed,ssim,6
3145,49,ours,removal,ssim,9
3146,49,ours,synth,ssim,2
3147,49,ours,fixed,lpips,6
3148,49,ours,removal,lpips,1
3149,49,ours,synth,lpips,5
3150,50,kim,fixed,psnr,5
3151,50,kim,removal,psnr,0
3152,50,kim,synth,psnr,0
3153,50,kim,fixed,ssim,0
3154,50,kim,removal,ssim,8
3155,50,kim,synth,ssim,9
3156,50,kim,fixed,lpips,2
3157,50,kim,removal,lpips,2
3158,50,kim,synth,lpips,5
3159,50,newson,fixed,psnr,0
3160,50,newson,removal,psnr,2
3161,50,newson,synth,psnr,2
3162,50,newson,fixed,ssim,7
3163,50,newson,removal,ssim,6
3164,50,newson,synth,ssim,1
3165,50,newson,fixed,lpips,7
3166,50,newson,removal,lpips,7
3167,50,newson,synth,lpips,8
3168,50,xu,fixed,psnr,1
3169,50,xu,removal,psnr,3
3170,50,xu,synth,psnr,5
3171,50,xu,fixed,ssim,1
3172,50,xu,removal,ssim,4
3173,50,xu,synth,ssim,2
3174,50,xu,fixed,lpips,5
3175,50,xu,removal,lpips,9
3176,50,xu,synth,lpips,2
3177,50,lee,fixed,psnr,6
3178,50,lee,removal,psnr,0
3179,50,lee,synth,psnr,4
3180,50,lee,fixed,ssim,3
3181,50,lee,removal,ssim,1
3182,50,lee,synth,ssim,7
3183,50,lee,fixed,lpips,5
3184,50,lee,removal,lpips,2
3185,50,lee,synth,lpips,6
3186,50,huang,fixed,psnr,1
3187,50,huang,removal,psnr,7
3188,50,huang,synth,psnr,2
3189,50,huang,fixed,ssim,7
3190,50,huang,removal,ssim,8
3191,50,huang,synth,ssim,2
3192,50,huang,fixed,lpips,6
3193,50,huang,removal,lpips,0
3194,50,huang,synth,lpips,8
3195,50,oh,fixed,psnr,4
3196,50,oh,removal,psnr,0
3197,50,oh,synth,psnr,8
3198,50,oh,fixed,ssim,6
3199,50,oh,removal,ssim,6
3200,50,oh,synth,ssim,2
3201,50,oh,fixed,lpips,3
3202,50,oh,removal,lpips,9
3203,50,oh,synth,lpips,0
3204,50,ours,fixed,psnr,1
3205,50,ours,removal,psnr,5
3206,50,ours,synth,psnr,6
3207,50,ours,fixed,ssim,1
3208,50,ours,removal,ssim,2
3209,50,ours,synth,ssim,3
3210,50,ours,fixed,lpips,1
3211,50,ours,removal,lpips,9
3212,50,ours,synth,lpips,2
3213,51,kim,fixed,psnr,4
3214,51,kim,removal,psnr,1
3215,51,kim,synth,psnr,5
3216,51,kim,fixed,ssim,1
3217,51,kim,removal,ssim,9
3218,51,kim,synth,ssim,8
3219,51,kim,fixed,lpips,5
3220,51,kim,removal,lpips,7
3221,51,kim,synth,lpips,6
3222,51,newson,fixed,psnr,2
3223,51,newson,removal,psnr,1
3224,51,newson,synth,psnr,9
3225,51,newson,fixed,ssim,4
3226,51,newson,removal,ssim,6
3227,51,newson,synth,ssim,1
3228,51,newson,fixed,lpips,8
3229,51,newson,removal,lpips,0
3230,51,newson,synth,lpips,7
3231,51,xu,fixed,psnr,1
3232,51,xu,removal,psnr,2
3233,51,xu,synth,psnr,6
3234,51,xu,fixed,ssim,8
3235,51,xu,removal,ssim,2
3236,51,xu,synth,ssim,7
3237,51,xu,fixed,lpips,8
3238,51,xu,removal,lpips,2
3239,51,xu,synth,lpips,3
3240,51,lee,fixed,psnr,4
3241,51,lee,removal,psnr,3
3242,51,lee,synth,psnr,0
3243,51,lee,fixed,ssim,6
3244,51,lee,removal,ssim,9
3245,51,lee,synth,ssim,5
3246,51,lee,fixed,lpips,4
3247,51,lee,removal,lpips,6
3248,51,lee,synth,lpips,3
3249,51,huang,fixed,psnr,7
3250,51,huang,removal,psnr,4
3251,51,huang,synth,psnr,1
3252,51,huang,fixed,ssim,2
3253,51,huang,removal,ssim,0
3254,51,huang,synth,ssim,3
3255,51,huang,fixed,lpips,4
3256,51,huang,removal,lpips,0
3257,51,huang,synth,lpips,7
3258,51,oh,fixed,psnr,3
3259,51,oh,removal,psnr,9
3260,51,oh,synth,psnr,5
3261,51,oh,fixed,ssim,2
3262,51,oh,removal,ssim,3
3263,51,oh,synth,ssim,9
3264,51,oh,fixed,lpips,7
3265,51,oh,removal,lpips,6
3266,51,oh,synth,lpips,0
3267,51,ours,fixed,psnr,6
3268,51,ours,removal,psnr,8
3269,51,ours,synth,psnr,9
3270,51,ours,fixed,ssim,1
3271,51,ours,removal,ssim,5
3272,51,ours,synth,ssim,5
3273,51,ours,fixed,lpips,5
3274,51,ours,removal,lpips,5
3275,51,ours,synth,lpips,0
3276,52,kim,fixed,psnr,8
3277,52,kim,removal,psnr,6
3278,52,kim,synth,psnr,0
3279,52,kim,fixed,ssim,8
3280,52,kim,removal,ssim,6
3281,52,kim,synth,ssim,2
